Year, Total, Bangkok, Central,Kanchanaburi,Nakhon Pathom,Prachuap Khiri Khan,Phetchaburi,Ratchaburi,Samut Prakan,Samut Songkhram,Samut Sakhon,Chai Nat,Nonthaburi,Pathum Thani,Ayutthaya,Lop Buri,Saraburi,Sing Buri,Suphan Buri,Ang Thong, Eastern,Chanthaburi,Chachoengsao,Chon Buri,Trad,Nakhon Nayok,Prachin Buri,Rayong,Sa Kaeo, Southern,Krabi,Chumphon,Nakhon Si Thammarat,Phangnga,Phuket,Ranong,Surat Thani,Trat,Narathiwat,Pattani,Phatthalung,Yala,Songkhla,Satun, Northern,Chiang Rai,Chiang Mai,Nan,Phayao,Phrae,Mae Hong Son,Lampang,Lamphun,Kamphaeng Phet,Tak,Nakhon Sawan,Phichit,Phitsanulok,Phetchabun,Sukhothai,Uttaradit,Uthai Thani, Northeastern,Kalasin,Khon Kaen,Nakhon Phanom,Bueng Kan,Maha Sarakham,Loei,Sakon Nakhon,Nong Khai,Nong Bua Lam Phu,Udon Thani,Chaiyaphum,Nakhon Ratchasima,Buri Ram,Mukdahan,Yasothon,Roi Et,Sisaket,Surin,Amnat Charoen,Ubon Ratchathani,Agriculture ,CR  pm ,,
7/1/2021,26955940000,2913820000,1748030000,1315570000,119210000,1431900000,1136450000,180580000,70310000,105900000,25870000,40720000,102730000,78250000,519630000,160830000,206450000,29550000,298440000,23710000,5825210000,359200000,370770000,3339120000,442440000,268120000,152580000,1098460000,165290000,2270480000,449010000,98670000,58230000,130850000,909010000,24520000,158480000,110480000,5710000,10130000,24000000,15340000,118940000,157110000,7333190000,1176560000,4233630000,175980000,82860000,70480000,184130000,202670000,66750000,57780000,138240000,129120000,34890000,280580000,289210000,105190000,66960000,38160000,2396370000,33490000,336470000,71090000,14600000,25010000,155450000,113710000,108580000,5150000,213370000,69770000,705620000,126980000,111700000,10380000,29630000,54120000,45310000,11650000,154290000,40.82172512,399,,
8/1/2021,35893530000,9845580000,2040900000,1469120000,255380000,1573950000,1919270000,155980000,100590000,150710000,14050000,74090000,120920000,67150000,768020000,193970000,249400000,40920000,288670000,60380000,2380190000,314450000,96030000,746580000,528090000,155230000,207190000,298470000,130180000,6186270000,819790000,172420000,670280000,517010000,1541570000,84070000,485020000,268750000,54830000,67360000,134040000,164040000,776200000,430890000,5639920000,862920000,2726820000,120190000,56050000,118860000,155400000,231880000,81080000,65890000,156000000,176930000,89580000,280220000,268900000,95550000,65200000,88450000,4242970000,58080000,676300000,96460000,55790000,54340000,190180000,132980000,211340000,16520000,551740000,78440000,949960000,389980000,135320000,34360000,101780000,92110000,143640000,23800000,249850000,26.80366532,3811,,
9/1/2021,90057220000,31928730000,4324310000,1964050000,386540000,2102200000,2125750000,430310000,357460000,209460000,161840000,138950000,368290000,158230000,1257590000,364110000,476660000,85330000,415610000,81590000,11236230000,901760000,487720000,4621250000,1247860000,662370000,445850000,2801540000,555600000,17737310000,3434330000,673500000,1992530000,673140000,3878370000,487400000,1729780000,840690000,122910000,99940000,286000000,28400000,3067870000,422450000,9925680000,1478030000,4293020000,264740000,72670000,111380000,211580000,287040000,128230000,147730000,703080000,449510000,105150000,574750000,580110000,229320000,176940000,112400000,7657580000,101740000,1402580000,177840000,74470000,129570000,340930000,241340000,449460000,26450000,881470000,159060000,1888220000,294820000,225840000,100550000,119980000,181600000,207380000,29400000,624880000,27.17214667,3284,,
10/1/2021,54040590000,13098350000,3399520000,1752570000,309180000,2561950000,2069820000,162610000,206430000,340210000,65250000,90600000,198800000,127330000,933280000,409010000,504460000,70160000,349180000,59740000,8531390000,390720000,425280000,5920290000,769620000,264990000,232260000,677670000,275840000,7334340000,1381420000,273440000,410980000,291530000,1384270000,98280000,1517750000,348610000,43040000,40260000,46050000,133160000,780090000,585460000,10188860000,2370180000,4474670000,225340000,142510000,197020000,253340000,302270000,106830000,115700000,338950000,306580000,91480000,471460000,456700000,131780000,91480000,112570000,4251790000,50410000,677940000,147970000,76130000,56670000,250190000,158260000,202970000,16700000,451400000,141220000,812720000,468720000,176510000,31370000,66570000,85980000,118910000,18160000,242990000,23.59446287,1296,,
11/1/2021,2139320000,1653740000,13630000,50090000,2130000,11830000,3670000,5540000,0,2680000,1390000,660000,1810000,1160000,2400000,800000,1240000,860000,1990000,540000,61660000,0,640000,37950000,0,5310000,3100000,15300000,0,3420000,0,770000,210000,0,0,0,0,0,430000,950000,210000,850000,0,0,238520000,53930000,83390000,4120000,3960000,4300000,2180000,9350000,3000000,3820000,13920000,12440000,2090000,15680000,14110000,6850000,3890000,1490000,92550000,1720000,22850000,2760000,1160000,1770000,3860000,2470000,7570000,170000,10880000,2000000,14000000,1600000,1360000,1070000,1590000,1750000,1400000,670000,11900000,20.03132718,626,,
12/1/2021,60802940000,12029990000,4232430000,1916130000,378560000,3038990000,2353520000,166150000,348910000,457960000,81650000,88930000,333440000,241260000,1082680000,393540000,617790000,73040000,450540000,59610000,11056910000,393510000,533020000,8060000000,689000000,315420000,231520000,1048180000,319280000,7550260000,1157340000,272590000,533070000,216020000,1810950000,105030000,1595780000,306330000,49890000,50680000,65920000,147500000,820600000,418560000,12664250000,3177390000,4791780000,299270000,176020000,245310000,368820000,441580000,133250000,122730000,583360000,436500000,102880000,606160000,690940000,233730000,128450000,126080000,4885810000,56160000,980270000,200970000,75060000,53850000,329380000,193860000,220990000,19670000,436350000,105740000,881740000,493870000,202130000,35420000,71130000,80010000,183050000,21510000,244650000,40.59059142,739,,
1/1/2022,70325620000,14364820000,13937750000,2423970000,358450000,3100070000,2390180000,321940000,253150000,536620000,158010000,112050000,395610000,299160000,1509250000,551580000,556070000,81280000,784630000,105730000,12446230000,1616420000,596630000,6715510000,1097400000,302650000,302590000,1502630000,312400000,11636450000,2240030000,432020000,978120000,429320000,1785320000,236640000,2335990000,656580000,86300000,82020000,193620000,196330000,1288040000,696120000,11758700000,2791190000,4309860000,409320000,159490000,226950000,315190000,329880000,121390000,123200000,579930000,529600000,112820000,625040000,648440000,181570000,165210000,129620000,6181670000,116230000,813440000,276120000,129650000,77430000,300810000,197340000,732520000,29950000,591090000,165040000,1019250000,540430000,230520000,45630000,81980000,67270000,172030000,32620000,562320000,27.97619064,3036,,
2/1/2022,3398110000,743110000,153560000,132330000,9570000,137900000,108440000,16440000,4240000,19900000,1500000,5100000,3450000,2820000,89780000,8390000,17940000,4440000,23470000,1800000,422420000,53630000,4530000,182910000,86040000,7180000,7210000,78920000,6530000,401310000,24230000,8030000,29400000,19570000,243120000,5310000,24720000,14350000,1260000,2000000,3540000,1910000,10610000,13260000,807910000,110630000,409430000,18530000,13710000,8600000,20480000,14370000,6570000,6600000,33590000,30300000,7800000,55610000,52240000,10260000,6270000,2920000,431320000,2140000,65590000,5940000,3650000,3760000,6500000,6480000,15150000,2100000,31040000,7970000,188420000,35070000,7240000,1460000,3720000,4790000,13010000,2650000,24640000,27.57198585,480,,
3/1/2022,92731270000,44719800000,4140080000,2060660000,653730000,1819610000,2011280000,411540000,272020000,207870000,148880000,107380000,272990000,133770000,949950000,531920000,498340000,62460000,345640000,65470000,8402360000,549330000,443170000,3228750000,881860000,591700000,357450000,2333690000,459580000,13067980000,2387260000,750340000,959030000,186570000,2974040000,333490000,1426940000,322660000,80500000,106710000,322910000,56940000,2866650000,293940000,8108300000,1170340000,3962240000,144630000,117670000,116510000,111270000,274080000,92510000,81540000,467310000,187400000,110560000,472170000,391160000,125350000,197390000,86170000,7436150000,125450000,1386700000,155850000,69180000,71440000,299370000,173880000,345560000,24150000,1001230000,221650000,2018600000,254310000,284930000,48590000,129270000,127530000,200810000,19440000,478210000,33.07093403,248,,
4/1/2022,52366100000,11952560000,3622540000,1731660000,329600000,2487650000,1912120000,149290000,191910000,362820000,53890000,87200000,284830000,140520000,990630000,423300000,546830000,65890000,348980000,70730000,8523730000,380280000,437210000,5931000000,695050000,281060000,231830000,687810000,316700000,7072620000,1086600000,283800000,462410000,204700000,1354960000,105020000,1520030000,288100000,48740000,50370000,66070000,150910000,948770000,502140000,9675120000,2327350000,3692970000,217570000,135940000,211800000,312720000,345010000,106150000,113860000,365440000,369990000,89430000,499680000,520120000,145020000,104090000,117980000,4527010000,53760000,821650000,193580000,74340000,45360000,268030000,177260000,228180000,18140000,506200000,124400000,834470000,435900000,172310000,39540000,58570000,94150000,108990000,19380000,252800000,26.44579838,357,,
5/1/2022,77652230000,13962810000,16572040000,2550460000,589680000,3824930000,2973940000,408750000,391050000,567350000,161700000,147390000,473480000,379040000,1716210000,585230000,728030000,102460000,862320000,110020000,13026200000,1195630000,658620000,7884440000,807610000,473510000,325620000,1265040000,415730000,12180240000,1798740000,530340000,1195020000,370540000,1632360000,185200000,2688780000,589630000,87520000,95320000,219320000,252630000,1692640000,842200000,14598610000,3625930000,5621230000,325620000,204840000,252930000,428700000,488000000,155290000,146400000,651900000,471030000,122520000,703550000,764380000,285650000,186650000,163990000,7312330000,116780000,1065790000,271570000,129540000,85620000,481790000,268540000,397430000,31520000,729320000,208010000,1445160000,645270000,267280000,47620000,119310000,125870000,230720000,36740000,608450000,40.59504081,467,,
6/1/2022,39230750000,14263350000,1683320000,1279440000,190380000,1372990000,1373900000,243390000,87820000,126470000,41250000,40370000,138200000,46180000,508780000,163290000,132170000,28170000,154500000,21250000,4545190000,255470000,285460000,2216560000,590710000,323810000,196870000,697830000,263940000,5530980000,652730000,263040000,507600000,124260000,970130000,102830000,642330000,190120000,34760000,31680000,150190000,42860000,1672060000,146390000,4826640000,758650000,2477260000,70600000,65020000,54410000,76780000,149610000,49620000,45160000,233450000,113440000,48800000,262410000,216490000,74330000,82570000,48040000,3830580000,44120000,679270000,90730000,38070000,43290000,174570000,79700000,203760000,11540000,545740000,57230000,1201260000,118040000,78050000,22150000,80450000,61620000,98990000,8690000,193310000,30.69360731,289,,
7/1/2022,69034040000,13027910000,14332810000,2327250000,407120000,3126960000,2488100000,266780000,283190000,553070000,189340000,127230000,448680000,342450000,1617260000,520270000,591750000,89060000,839650000,114650000,12591770000,1320630000,612360000,7559090000,720660000,383440000,295630000,1378620000,321340000,11294130000,1732610000,451740000,1187520000,365630000,1962480000,184020000,2226010000,495600000,149850000,91020000,217260000,160320000,1290750000,779320000,10947900000,2527340000,3746720000,297570000,159640000,239410000,324220000,395590000,149350000,132020000,542010000,528620000,125630000,630530000,650960000,184400000,171290000,142600000,6839520000,109650000,876250000,276980000,130850000,65210000,532310000,185940000,409320000,28650000,720520000,442710000,1263460000,529420000,230850000,42020000,74480000,108150000,165020000,34210000,613520000,33.05191561,403.7,,
8/1/2022,5499680000,1275610000,229750000,307940000,17150000,261010000,179600000,36120000,14910000,36190000,7000000,9670000,12930000,10020000,84350000,22670000,28000000,11160000,31600000,4630000,784430000,65170000,7260000,477990000,143250000,9180000,12260000,67920000,8660000,622270000,35980000,7490000,22860000,32130000,455040000,5690000,18290000,22300000,1680000,3000000,2240000,1220000,8260000,6090000,1307180000,212510000,772040000,31810000,18080000,14990000,26940000,18760000,7380000,6530000,34670000,29750000,7730000,57010000,51530000,9000000,5880000,2570000,427980000,3490000,47340000,9120000,2600000,3310000,11350000,7690000,7840000,930000,17750000,12570000,199460000,30670000,18670000,2390000,2340000,10170000,8390000,2170000,29730000,33.59787649,336,,
9/1/2022,89652700000,45060240000,3736900000,1845050000,560610000,1594900000,1757090000,342900000,251710000,176110000,131840000,103640000,246030000,123490000,847500000,483570000,458290000,58370000,338520000,62200000,8008410000,490370000,409650000,3341870000,834740000,543180000,351950000,2004660000,441640000,12531290000,1820430000,549770000,1143670000,319840000,3357330000,357380000,1438290000,392700000,85820000,92860000,285670000,58300000,2385190000,244040000,7283540000,1367960000,3197230000,125120000,108640000,114220000,104900000,253620000,83150000,73530000,369220000,182490000,113940000,453930000,403920000,110530000,140460000,80680000,6977750000,113780000,1247900000,163050000,63230000,63830000,282750000,167640000,344760000,26890000,944150000,212200000,2124240000,221120000,278250000,42540000,107920000,122920000,173590000,17470000,259520000,71.88492192,559,,
10/1/2022,1.01E+11,25262080000,5546090000,2575450000,614420000,3884030000,3698170000,393710000,305040000,320580000,355920000,118580000,338540000,261060000,1387710000,613420000,936420000,85800000,689270000,59370000,13211250000,595250000,469810000,6247840000,1010080000,510250000,386220000,3873210000,588400000,17784060000,4228610000,551890000,1171540000,418610000,6040510000,271810000,1331720000,486530000,69740000,78580000,327150000,48870000,2245670000,512830000,19144660000,3314860000,9808490000,223380000,176170000,200320000,536880000,542220000,203670000,220000000,740680000,402360000,168330000,811490000,999920000,449140000,196720000,150030000,8860540000,98540000,1725400000,147950000,93910000,100080000,569710000,185410000,469530000,48250000,1091080000,199530000,1941200000,512020000,253570000,53480000,143170000,141550000,292890000,62010000,731260000,38.10698826,906,,
11/1/2022,22878180000,8447450000,1073390000,771470000,116640000,1160000000,705790000,75290000,55570000,89010000,0,40530000,77120000,65140000,376120000,86850000,147880000,21920000,119320000,26380000,743110000,0,59240000,126190000,28330000,116410000,183430000,145780000,142970000,2965960000,393050000,89340000,442880000,152920000,374910000,34530000,322860000,110560000,26920000,26820000,55060000,69180000,691080000,175850000,4114650000,749570000,2076110000,29660000,38290000,40150000,100280000,154090000,43490000,37470000,110160000,109550000,53440000,257950000,166780000,57010000,43850000,46800000,2612740000,34720000,341940000,67010000,24060000,30950000,100750000,81030000,71030000,3700000,265510000,78780000,701810000,203760000,87660000,31690000,86900000,64120000,100640000,28540000,208140000,34.04624582,818,,
12/1/2022,80867710000,13318170000,17882440000,2744050000,565890000,4241340000,3311910000,461160000,465410000,652170000,229130000,152670000,488420000,406170000,1555910000,621320000,765610000,112140000,979810000,129330000,13135280000,1159190000,700300000,7301440000,1085960000,576740000,392210000,1510290000,409150000,12289740000,1888760000,450240000,1078980000,391340000,1964980000,235190000,2605980000,653450000,95950000,92280000,232210000,251180000,1537670000,811530000,16718440000,4615850000,6315780000,380630000,217100000,268530000,416130000,485630000,161200000,160260000,707150000,533420000,143190000,793090000,921810000,246220000,199520000,152930000,7523640000,82220000,1217750000,262440000,125880000,93080000,441950000,233770000,441980000,34630000,772580000,238180000,1453230000,760270000,284390000,57840000,126510000,106860000,201210000,38260000,550610000,33.76278937,750.7,,
1/1/2023,29533750000,9799710000,1453500000,1276730000,222290000,1368970000,1369020000,98570000,86750000,119800000,12130000,68030000,96250000,80560000,356830000,169750000,181340000,38280000,160050000,45040000,1665760000,213370000,96250000,392070000,380930000,122090000,165630000,262400000,129270000,3763530000,484780000,138490000,589580000,218470000,558990000,50470000,389090000,207340000,46900000,36980000,109700000,118130000,500570000,314040000,5069430000,757760000,2529210000,85970000,46300000,99360000,155870000,196840000,71550000,41070000,140240000,163690000,80520000,261580000,251070000,59400000,62560000,66440000,3388680000,51480000,443340000,85360000,37920000,42540000,170110000,122610000,146810000,6010000,379820000,66100000,896570000,243150000,147500000,31560000,78900000,70550000,128660000,26250000,213440000,22.91267354,1576,,
2/1/2023,87090570000,26066060000,3696600000,2088920000,364670000,2506600000,1620130000,269880000,321840000,298540000,164190000,101120000,382100000,169350000,967880000,430450000,312280000,73690000,452740000,123630000,10046880000,814470000,285400000,4484120000,913140000,816970000,429970000,2068490000,519720000,20973860000,4667300000,470390000,1108650000,741540000,6372030000,361970000,1168640000,1077420000,77750000,86510000,191440000,26730000,2880870000,1742620000,10767540000,1662080000,4917910000,258410000,100970000,128070000,254040000,229080000,148380000,132460000,595200000,299080000,127800000,757850000,634880000,171650000,229340000,120340000,8302820000,91650000,1740960000,190570000,121930000,101330000,370730000,210480000,365190000,35650000,692420000,141650000,1968210000,349380000,327340000,67530000,87740000,279620000,307600000,37490000,815350000,23.74925909,4471,,
3/1/2023,54376600000,11958580000,2883070000,1504000000,283030000,1974200000,1478530000,208840000,212530000,179800000,8880000,70750000,201540000,137450000,674660000,373260000,414750000,47010000,326040000,42800000,8123810000,352390000,416410000,4356330000,774820000,296380000,263110000,1736090000,344690000,7463070000,986100000,217010000,1074080000,306630000,1531590000,59130000,748760000,231420000,37280000,33830000,118890000,259360000,1481670000,377320000,12582310000,2053250000,6918390000,174790000,88750000,173190000,314090000,338270000,107830000,121740000,404550000,257820000,106480000,495680000,574900000,250780000,110710000,91090000,5694350000,61190000,957520000,132160000,72480000,89840000,414730000,164670000,309860000,27160000,876880000,156720000,1268950000,284340000,146000000,42110000,111060000,90080000,174870000,40650000,273080000,37.12653438,788,,
4/1/2023,49072790000,11572130000,3045830000,1710110000,266250000,2400220000,1911060000,139410000,189390000,320240000,56610000,84410000,187380000,120690000,789720000,391750000,450330000,60790000,301390000,56370000,7846150000,381060000,392140000,5485370000,695560000,228610000,214830000,582940000,257780000,6454100000,1120260000,260850000,386410000,221730000,1352010000,85630000,1186200000,275810000,46930000,43530000,40950000,128760000,745410000,559620000,9522600000,2415900000,4121920000,244700000,128050000,133920000,258690000,255810000,85120000,94200000,316020000,264930000,78120000,417870000,416070000,125940000,82560000,82780000,3849550000,47040000,617850000,142340000,66250000,40820000,241620000,117740000,188380000,15550000,420660000,126970000,683510000,438860000,166840000,29330000,62070000,100660000,104080000,15850000,223130000,26.99035679,1118,,
5/1/2023,499530000,434060000,1640000,0,450000,0,0,2430000,0,0,410000,0,0,120000,20000,70000,500000,70000,0,0,0,0,0,0,0,0,0,0,0,6120000,0,170000,220000,0,0,270000,0,0,0,0,220000,0,5240000,0,54100000,7160000,19460000,0,250000,360000,3150000,3780000,340000,1040000,6750000,3290000,530000,3840000,1640000,540000,1890000,80000,1180000,40000,370000,120000,0,0,0,50000,30000,0,0,30000,250000,60000,70000,0,0,30000,0,10000,120000,26.97200839,3814,,
6/1/2023,73181430000,13554030000,14697670000,2452980000,387000000,3304990000,2612000000,394080000,273260000,523630000,166530000,120810000,400610000,314680000,1419930000,597140000,665880000,83940000,862020000,118190000,12725060000,1554340000,545630000,7054810000,1152670000,315630000,292340000,1495220000,314420000,12554480000,2314420000,452620000,985320000,421020000,2052630000,295630000,2752030000,691930000,125630000,80620000,185360000,213960000,1236810000,746500000,12910900000,3175990000,4730050000,417800000,196170000,250780000,332650000,381890000,123180000,144400000,584770000,580780000,117200000,627840000,715170000,201330000,192010000,138890000,6739290000,154410000,919590000,256320000,130630000,224150000,311100000,229650000,420630000,29630000,772920000,184910000,1045950000,604430000,236320000,40320000,95300000,80060000,178200000,35120000,789650000,21.64015702,6671,,
7/1/2023,3766210000,1068550000,171810000,84360000,14930000,202550000,131960000,9230000,5470000,16090000,1930000,5780000,4230000,3990000,89970000,10540000,21820000,4950000,15150000,2180000,426810000,60450000,6020000,140780000,118300000,11940000,11300000,74840000,9200000,213460000,21210000,4930000,25020000,31400000,43610000,4590000,20180000,8540000,2420000,3330000,2570000,4950000,15230000,25480000,1038330000,146720000,520810000,10770000,19420000,12700000,33630000,21440000,8230000,9480000,42740000,41280000,10030000,68520000,74680000,7390000,7700000,2790000,387910000,1850000,78510000,5660000,2240000,4650000,7950000,4570000,16280000,1430000,22340000,9700000,148790000,29970000,7880000,870000,5980000,3440000,11570000,1360000,22870000,25.73467902,1136,,
8/1/2023,46371410000,9845110000,3032820000,1596860000,293290000,2088080000,1568210000,219370000,215060000,202760000,47890000,71300000,211960000,146020000,717090000,329500000,452970000,51880000,392730000,43800000,7062620000,404930000,452060000,4221380000,602510000,315600000,210490000,1143900000,163810000,5485650000,807420000,233420000,413740000,430700000,1347820000,54100000,670200000,353780000,11070000,18360000,50380000,102750000,596350000,395560000,10707020000,2211400000,5143010000,282520000,143480000,142920000,372840000,389900000,114780000,93740000,273820000,233840000,72780000,435130000,456930000,175260000,101450000,63220000,4170180000,43020000,894300000,129790000,56860000,40970000,179750000,150420000,241590000,14990000,428840000,149940000,873330000,217620000,133450000,35710000,51000000,80070000,105690000,26590000,316250000,29.26580336,691,,
9/1/2023,77845110000,27583910000,4072730000,1749960000,378980000,1752920000,1718480000,267360000,325370000,185210000,153440000,122170000,354410000,164210000,1128500000,347460000,483610000,74580000,368920000,81810000,10885390000,864030000,458190000,4895040000,955240000,621990000,382340000,2656360000,510390000,12975910000,2288910000,637300000,1661030000,357790000,3367540000,367000000,1325910000,460130000,51660000,81320000,248300000,13460000,1760720000,354840000,9213600000,1283200000,4256740000,238350000,61240000,84690000,174400000,246570000,108880000,134080000,586610000,442520000,88070000,532550000,529190000,201170000,157620000,87720000,7070720000,107540000,1209250000,164770000,71840000,117620000,341980000,242080000,402100000,28750000,805060000,183590000,1789210000,268910000,198280000,97840000,112270000,178150000,188850000,24300000,538330000,21.75720421,342,,
10/1/2023,49521820000,11306830000,3287590000,1604440000,281260000,2409850000,1864440000,135600000,177870000,340550000,51460000,78740000,223240000,122900000,965750000,411620000,494440000,57370000,332570000,52330000,8238460000,386360000,370610000,5660210000,711140000,272650000,227730000,680160000,300210000,6787970000,1073190000,261820000,438060000,225890000,1285430000,94330000,1460690000,280380000,45170000,43500000,63280000,145490000,889210000,481530000,9056330000,2162990000,3543250000,207870000,129160000,202410000,302910000,306080000,102160000,107580000,331180000,342740000,81250000,444040000,469180000,125490000,94830000,103210000,4157190000,49830000,738690000,149240000,67220000,40450000,248220000,155000000,213670000,16900000,474600000,119480000,743830000,418510000,169010000,38100000,60230000,87590000,105800000,17780000,243040000,28.18611028,505,,
11/1/2023,34994200000,8348660000,1597460000,1497220000,187780000,1394830000,1644770000,299000000,82660000,138010000,41370000,34430000,113090000,36050000,487120000,120970000,121740000,30600000,199880000,21490000,4454260000,369490000,320160000,1956040000,644440000,337420000,239070000,562690000,345110000,6034110000,608930000,321990000,599300000,114910000,784030000,117440000,607430000,225690000,37330000,22520000,168640000,39640000,2226720000,159540000,5631860000,865520000,2958860000,86740000,68410000,65900000,77340000,160060000,58000000,54420000,264240000,124020000,53080000,291780000,249810000,96530000,98910000,58240000,3754140000,47790000,670260000,83110000,40720000,42910000,163600000,41470000,184920000,12840000,503690000,77990000,1259370000,110660000,56120000,21370000,68370000,68030000,92270000,8540000,200110000,23.7298395,288,,
12/1/2023,67946200000,12880850000,13874020000,2275540000,346000000,2670430000,2899480000,193820000,259620000,498810000,172960000,137210000,427540000,322380000,1577280000,504400000,556630000,86320000,836950000,108650000,12296630000,1290420000,594060000,7263980000,819440000,372340000,285630000,1369620000,301140000,11122160000,1696870000,455590000,1125300000,372020000,1956320000,172020000,2363000000,586320000,146600000,90360000,209780000,160740000,1153640000,633600000,11275670000,2463870000,4246560000,311320000,152470000,227700000,332800000,357740000,147230000,130040000,558600000,511060000,114350000,633240000,622290000,181260000,156320000,128820000,6496870000,111320000,912260000,291110000,132650000,69650000,415800000,209540000,419320000,30250000,736320000,263320000,1172200000,516630000,231520000,41620000,78420000,105360000,162450000,33890000,563240000,33.34137174,423,,
1/1/2024,69672420000,13567280000,4459150000,2187820000,366690000,3334110000,2474730000,218290000,338370000,502330000,101960000,100760000,344630000,322590000,1132910000,415650000,672210000,73540000,693600000,69450000,13540080000,411020000,520390000,9566800000,929260000,412370000,281830000,1588810000,349990000,8060040000,1269800000,282570000,590380000,221530000,1923940000,110750000,1669540000,323680000,53560000,53270000,80570000,149930000,887960000,442560000,14874010000,3956160000,5566280000,344430000,207490000,275280000,416920000,508340000,155170000,138760000,661380000,491050000,114430000,703940000,811500000,228960000,150200000,143720000,5760980000,58590000,1005100000,219490000,81060000,57980000,359430000,210270000,279320000,20770000,553340000,138420000,1292340000,582960000,211420000,36600000,75090000,88530000,184810000,24000000,281460000,30.08617306,601,,
